id	modified	bibliographicCitation	references	institutionCode	collectionCode	basisOfRecord	dynamicProperties	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	preparations	otherCatalogNumbers	associatedReferences	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	fieldNumber	waterBody	country	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	footprintWKT	identifiedBy	dateIdentified	typeStatus	scientificNameID	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-59	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-59	CNP-P-59														1978	5	6			Argentina							180		-52.650002	-58.066666						urn:lsid:marinespecies.org:taxname:234531	Achiropsetta sp.	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Achiropsettidae	Achiropsetta				
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-60	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-60	CNP-P-60														1978	4	18			Argentina							85		-42.983334	-62						urn:lsid:marinespecies.org:taxname:279520	Agonopsis chiloensis	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Agonidae	Agonopsis		chiloensis		(Jenyns, 1833)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-61	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-61	CNP-P-61														1978	4	29			Argentina							144		-51	-64.01667						urn:lsid:marinespecies.org:taxname:279520	Agonopsis chiloensis	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Agonidae	Agonopsis		chiloensis		(Jenyns, 1833)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-62	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-62	CNP-P-62														1978	4	19			Argentina							133		-43.016666	-59.233334						urn:lsid:marinespecies.org:taxname:279523	Agrostichthys parkeri	Animalia	Chordata	Actinopterygii	Lampriformes	Regalecidae	Agrostichthys		parkeri		(Benham, 1904)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-63	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-63	CNP-P-63														1966	7	26			Argentina							260		-35.683334	-52.683334						urn:lsid:marinespecies.org:taxname:105836	Alopias vulpinus	Animalia	Chordata	Elasmobranchii	Lamniformes	Alopiidae	Alopias		vulpinus		(Bonnaterre, 1788)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-64	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-64	CNP-P-64														1978	4	14			Argentina							610		-37.966667	-55.049999						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-65	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-65	CNP-P-65														1978	4	13			Argentina							120		-37.933334	-55.333332						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-66	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-66	CNP-P-66														1978	4	14			Argentina							87		-37.983334	-55.966667						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-67	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-67	CNP-P-67														1978	4	16			Argentina							157		-41	-57.016666						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-68	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-68	CNP-P-68														1978	4	17			Argentina							83		-41	-57.983334						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-69	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-69	CNP-P-69														1978	4	19			Argentina							133		-43.016666	-59.233334						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-70	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-70	CNP-P-70														1978	4	23			Argentina							140		-46.983334	-60.983334						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-71	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-71	CNP-P-71														1978	4	23			Argentina							281		-46.950001	-60.700001						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-72	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-72	CNP-P-72														1978	4	23			Argentina							695		-47.066666	-60.099998						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-73	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-73	CNP-P-73														1978	4	30			Argentina							133		-51.783333	-59.900002						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-74	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-74	CNP-P-74														1978	5	1			Argentina							185		-51.983334	-61.049999						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-75	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-75	CNP-P-75														1978	5	2			Argentina							394		-50.083332	-59.083332						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-76	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-76	CNP-P-76														1978	5	2			Argentina							554		-50.966667	-59						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-77	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-77	CNP-P-77														1978	5	5			Argentina							383		-50.033333	-58.033333						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-78	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-78	CNP-P-78														1978	5	7			Argentina							166		-54.950001	-58.983334						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-79	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-79	CNP-P-79														1978	5	7			Argentina							220		-54.733334	-60.150002						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-80	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-80	CNP-P-80														1978	5	7			Argentina							150		-54.700001	-60.216667						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-81	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-81	CNP-P-81														1969	12	20			Argentina							170		-54.233334	-61.450001						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-82	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-82	CNP-P-82														1969	12				Argentina							270		-54.033333	-58.316666						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-83	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-83	CNP-P-83														1969	12	22			Argentina							807		-51.866665	-56.533333						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-84	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-84	CNP-P-84														1969	12	22			Argentina							112		-51.166668	-56.950001						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-85	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-85	CNP-P-85														1969	12	23			Argentina							136		-51.066666	-58.983334						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-86	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-86	CNP-P-86														1969	12	23			Argentina							122		-51.016666	-59.549999						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-87	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-87	CNP-P-87														1969	12	24			Argentina							168		-51	-61.733334						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-88	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-88	CNP-P-88														1969	12	24			Argentina							149		-51.25	-61.400002						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-89	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-89	CNP-P-89														1969	12	25			Argentina							215		-51.766666	-62						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-90	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-90	CNP-P-90														1966	12	26			Argentina							160		-51.650002	-64.183334						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-91	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-91	CNP-P-91														1966	12	26			Argentina							180		-51.483334	-63.5						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-92	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-92	CNP-P-92														1970	1	10			Argentina							236		-47.950001	-61.033333						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-93	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-93	CNP-P-93														1970	1	10			Argentina							598		-47.150002	-60						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-94	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-94	CNP-P-94														1970	1	12			Argentina							299		-49.966667	-57.983334						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-95	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-95	CNP-P-95														1970	1	13			Argentina							165		-49.966667	-60						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-96	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-96	CNP-P-96														1970	1	13			Argentina							164		-49.849998	-61.033333						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-97	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-97	CNP-P-97														1970	1	13			Argentina							172		-49.283333	-61						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-98	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-98	CNP-P-98														1970	1	19			Argentina							145		-47.066666	-61.783333						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-99	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-99	CNP-P-99														1970	1	19			Argentina							220		-47	-60.966667						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-100	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-100	CNP-P-100														1970	1	22			Argentina							109		-43.766666	-60.549999						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-101	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-101	CNP-P-101														1983	2	7			Argentina							115		-44.716667	-60.516666						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-102	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-102	CNP-P-102														1983	2	7			Argentina							112		-44.566666	-60.099998						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-103	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-103	CNP-P-103														1983	2	8			Argentina							111		-43.549999	-59.816666						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-104	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-104	CNP-P-104														1983	2	8			Argentina							132		-43.400002	-59.466667						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-105	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-105	CNP-P-105														1983	2	8			Argentina							132		-43.400002	-59.466667						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-106	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-106	CNP-P-106														1983	6	23			Argentina							124		-36.549999	-54						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-107	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-107	CNP-P-107														1983	6	23			Argentina							295		-37.099998	-54.316666						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-108	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-108	CNP-P-108														1983	6	24			Argentina							126		-37.266666	-54.766666						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-109	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-109	CNP-P-109														1983	6	24			Argentina							119		-37.700001	-54.849998						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-110	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-110	CNP-P-110														1983	6	24			Argentina							352		-37.933334	-55.150002						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-111	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-111	CNP-P-111														1983	6	25			Argentina							240		-38.283333	-55.349998						urn:lsid:marinespecies.org:taxname:271500	Amblyraja doellojuradoi	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja		doellojuradoi		(Pozzi, 1935)
